KEY,VALUE
mork_takes_you_text2_5,"莫克猛地挺动胯部，将肉茎深深顶入你的最深处。
你<genital_adj1>的<genital1>被粗壮肉柱撑开，直抵体内最私密的角落。
随后蛾人全身剧烈颤抖，肉茎在你深处释放出充满生命力的种子。
一股股热流持续冲刷着你的内脏，令愉悦的浪潮顺着血管奔涌翻腾。

强烈的感官刺激将你推过临界点，片刻后你也迎来了自己的高潮。
<switch_privates(你的<hard> <cock>抽动了两下，随即将<hot> <seed>释放在冷漠的地面上，浪费的液体在你双腿间形成一滩水洼。 |
你的<moist> <cunt>颤抖着，随即将<hot> <love_fluids>喷射在冷漠的地面上。 |
你的<hard> <cock>抽动了两下，随即将<hot> <seed>释放在冷漠的地面上，紧接着你的<moist> <cunt>也喷射出<slick> <love_fluids>，浪费的粘稠液体在你双腿间形成一滩水洼。 |
你愉悦地颤抖着，但缺乏能够正常射精的器官。)>
<if_has_tail(在你身后，你的尾巴不受控制地抽动，在蛾人的重压下扭动，并缠绕在他的躯干上。)>


最终莫克双膝发软跪倒在地，毛茸茸的身体瘫靠在你背上，极致的快感已让他浑身酥麻。

"
mork_takes_you_button_text2_5,高潮
mork_anal_text0,"你看了眼最迫不及待的同伴，觉得是时候给狗狗应得的奖励了。
<if_has_clothes(你脱下衣服，让布料散乱地堆落在地上。)>

<speaker(player)>""过来狗狗，当好孩子给我翻个身。""你命令道。

莫克几乎立即执行指令，仰面翻滚露出柔软的腹部。
你跪下来，双手抚过那片奶油色绒毛覆盖的肚皮。
这只蛾男体格结实且训练有素，浓密绒毛下仍能看见轮廓分明的腹肌。
然而他的性器却毫无软化迹象，勃起的肉柱弹跳着鼓胀，仿佛随时要迸发。

觉得此刻想要的不止是抚摸柔软肚皮，你便指示狗狗四肢着地背对你。

<speaker(mork)>""汪，汪！""莫克吠叫着同意，作为乖狗狗转身将臀部朝向你。"
mork_anal_text1,"飞蛾人的臀部堪称壮观，部分是因为他体格宽阔，但也确实拥有堪称极品的美臀。
大约在人类尾骨的位置，他的腰身开始向后延伸，连接着一段粗壮的尾部。
你用力捏了捏那个形状优美的球体，发现它触感出奇地柔软，令人愉悦。
莫克对此咯咯笑了起来，这种触感显然让他觉得痒痒的。

接着，你的手向下滑到飞蛾的屁股，以及那个孤零零、尚未被填满的洁净小洞。
如此悲剧岂能容忍。

急于履行你英雄般的职责，你大大掰开他的臀瓣，让需要关注的小洞一览无余。
莫克下身的绒毛变得稀疏，靠近肛门处则完全褪去，只剩下乳白色的肌肤。
那诱人的洞口本身呈淡红色，带着些许海蓝色的底调，在乳白色绒毛的海洋中散发着不容忽视的光泽。

你将手指勾进那圈肉褶，引得你的“小狗”发出一声可爱的喘息。
你以品酒师审视佳酿般的姿态，撬开那扇门，感受括约肌对你手指的柔韧反应，欣赏着它淫靡的弹性。
然后，在你对眼前的“货品”彻底满意后，你掏出你<hard>的<penis>，将胯部抵在飞蛾人的身后。
当你们的腰身相互磨蹭时，你拉紧了皮带，让你的“小狗”紧贴着你。

"
mork_anal_text2,"肌肤相触的快感让莫克发出渴求的呻吟，你能感觉到他的身体在你触碰下颤抖。
渴望更多的你开始移动，让肉棒在雪白肌肤上滑动。
犬妖的身躯紧贴着你的性器滑动，表面摩擦令神经为即将到来的欢愉而灼烧。

当你俯身时，飞蛾人的尾节抵住你，柔软绒毛轻搔着你的躯干。
<if_has_breasts(你自己丰满的乳房同样挤压在肉丘上，乳头每次摩擦到毛茸茸的表面时都因快感而阵阵酥麻。)>
蛾皮散发着干大麻的淡香，混合着尘埃与日照的气息，又带着顽强植物的锐利底调。

莫克发出渴求的呜咽，你顺势压向他令人沉醉的臀瓣。
他脸上的红晕已变得分外明艳，显然你的挑逗正让他情欲勃发。
此刻你的<erect> <cock>昂然挺立，犬妖又如此热情难耐，你认定是时候将气氛推向高潮。"
mork_anal_text2_2,"你向后弓起臀部，让你<veiny>的<dick>头部滑入他的臀缝之间，仿佛钥匙严丝合缝地嵌进精工打造的锁芯。
接着近乎随意地向前挺进，将你的凶器捅进莫克淫荡不堪的穴口。

当你彻底撑开他的门户时，你的犬科伴侣在狂喜中呻吟，呼吸急促触须颤动。
每深入一寸，他嗓音的束缚就瓦解一分，欢愉的呼喊愈发露骨。
蛾人的弹性肛门紧紧箍住你，让你每插入一分都需奋力推进，快感如电流般窜过你的血管。
战栗的快感火花刺痛双腿酥痒足底，如同久困于世俗牢笼的雄根终于得以舒展双翼。
彻底挣脱枷锁的<hard><penis>深深探入圣彼得之门，即将在天堂筑巢安家。"
mork_anal_button_text2_2,插入
mork_anal_text3,"你缓慢而坚定地开始动作，向莫克的深处进行着绵长细致的抽送。
飞蛾人在逐渐累积的快感中愉悦地呻吟，每次抽离都令他战栗，每次推进都让他双翅轻颤。
随着你们身体的前后晃动，你将上半身更紧贴他的后背，像发情的野兽般骑乘着他。
从这个角度，你偶尔能瞥见莫克硬挺的性器随着你们激烈的动作晃动着。
光滑的红色茎身已经开始持续渗出先走液，而且奇迹般地显得比之前更加肿胀，如同饱含甜蜜阳光花蜜的夏日果实即将迸裂。
<if_has_tail(你自己的尾巴在身后甩动，随着感官接触的刺激左右轻弹，让你的愉悦之情显而易见。)>

<speaker(mork)>""大人，这感觉太舒——""莫克刚要开口，快感让他一时脱离了角色扮演。

你轻轻嘘声，再次拉紧牵绳，训斥着这只不守规矩的飞蛾。

<speaker(mork)>""汪，汪！""你的犬科伴侣顺从地回应，声音因愉悦而颤抖。

你能感觉到莫克的臀部因这充满野性的叫声而收紧，这种小小的服从行为让他深切地意识到自己的身体，使他能感知到体内每一处欢愉的神经。"
mork_anal_text4,"一阵极致的欢愉掠过蛾人的面庞，他彻底沉溺在这场淫靡的角色扮演中。
在你身下的不再是人，而是发情的母狗，渴望着那根甜美无比的肉棒。
他发出野兽般的嚎叫，乞求你更用力、更猛烈、更快地播种。

急于取悦对方的你加快了节奏，将这场交媾推向更激烈的律动。
你<erect>的<cock>在莫克后穴抽插着，原本就富有弹性的括约肌已在你的征服下变得泥泞不堪。
随着热意持续攀升，你的呼吸也开始粗重起来，身体彻底屈服于这极乐。

时间在缠绵中流逝，你们的共同节奏越来越快。
最终，你能感觉到莫克的肌肉在你指下绷紧，他的喘息越来越短促。
低头瞥见他滴漏颤抖的肉棒，你明白这场双人舞正不可阻挡地冲向辉煌终章。"
mork_anal_text5,"你以极限速度加快节奏，血脉因快感而灼热，将莫克的臀部撞击得如颤动果冻般摇晃。
在最后攻势下，飞蛾人的身躯剧烈颤抖，喘息化作呻吟的交响。
随后他的身体又一阵失控痉挛，头颅后仰露出淫靡的欢愉神色。

<speaker(mork)>""汪，汪汪，汪汪汪！！""你的小狗在高潮席卷时放声吠叫。"
mork_anal_text2_5,"听到莫克欢愉的嘶吼，你猛地向前挺腰最后一次，将你<veiny>的<dick>深深顶入他体内最深处。
当快感席卷蛾人时，他的肉茎剧烈抽搐起来，浓稠的精流如瀑布般倾泻在地板上。
紧接着，你感到他的肛门紧紧箍住你的性器，仿佛那后穴决意要将你榨干般死死咬住你不放。

骤然增强的压迫感点燃了你的神经，将你推越极限，使你随之迎来高潮。
随着一声闷哼，你将<hot>的<seed>尽数射进飞蛾的深渊，一股接一股地注入他体内深处。
良久之后，当你们终于彻底耗尽精力，你与蛾人瘫软地倒在满地肢体与绒毛中，双双沉溺在疲惫的欢愉里。

"
mork_anal_button_text2_5,高潮
scrii_ovipositor_text0,"在你内心深处，你明白前进的道路只有一条。
蜘蛛妈妈就是爱，蜘蛛妈妈就是生命。
所以，将你的身心都奉献给她，是你唯一的心愿。
<if_has_clothes(你怀着敬畏之心，脱下所有衣服，将它们扔到地上。
衣服是给人穿的，因此你不需要它们，因为你不过是蜘蛛妈妈的宠物。)>
接着，你扑倒在地，在她蜘蛛般的躯体前匍匐跪拜。

<speaker(scrii)>""真是只乖顺的小<species_name>。""斯克莉踱步到你身边说道。
""把那些恼人的独立思考需求都抛弃掉，是不是好多了？""

<speaker(player)>""是的蜘蛛妈妈！""你朝着地面喊叫。
""我的头脑毫无价值，我爱不用思考的感觉，把它们都拿走吧！！""

<speaker(scrii)>""乖~""她轻声说着，用一只腿抚摸你<scaled>的<skin>。
""我会的。"""
scrii_ovipositor_text1,"紧接着，斯克莉突然甩掉衣裙，跃上你的后背。
你发出一声惊喘，她的重量将你压在地板上，蛛腿缠绕着你，将你的双臂紧紧夹在身侧。
<if_has_tail(蜘蛛妈妈的一只空着的手伸了出来，抓住你的<scuted> <tail>，用手指沿着它的长度抚摸。)>

<speaker(scrii)>""现在，我的玩物，让我在这岌岌可危的姿势下，给你讲讲我们种族完全无关的趣闻。""她轻声低语，蜘蛛身躯开始磨蹭着你的后背。
""我们的交配仪式可比你们低等物种复杂得多。
在我人类腰身本该存在的位置长着阴户，若想将精液纳入体内便需用它。
虽然大多数交配姿势都难以触及这个别扭的位置，但只要能找到够长的雄蛛，倒也别有情趣。""

她将腰身向下压，把私处抵在你后颈上，仿佛在演示方才的说法。

"
scrii_ovipositor_text2,"<speaker(scrii)>""不过——""你的蜘蛛妈妈发出低沉的笑声，继续说道。
""这对我们蛛形纲来说才只是开始。
一旦受精，我们庞大的蜘蛛腹部就会开始大量产卵。
我们才不干那些恶心的胎生事儿。
<if_species(kobold|As an egg laying species yourself, you might relate. 
At least, you would have, before I relieved you of the burden of thought. )>

我的卵会分批成熟，每次一两枚，持续数月之久。届时需要将它们安置在合适的巢穴中孵化。
那得是个温暖适宜、营养充足又高度潮湿的地方。
而这，我的宠物，才是我繁殖周期里真正有趣的开始呢~""

"
scrii_ovipositor_text2_2,"接着，斯克莉的整个身体一阵颤抖，发出愉悦的呻吟。
在她蜘蛛身躯的后端，几丁质甲壳微微移位，一个粗厚的红色隆起物开始从后方膨胀。
转眼间，这个器官已肿胀成令人畏惧的肉质钩状结构。
其表面光滑黏腻，从蛛形身躯的后方向下弯曲，直指你的后庭。

伴随着极乐的呻吟，你的蜘蛛妈妈猛然向前挺进。
产卵器的尖端如同楔子薄端般滑入你<tight>的<anus>，将你的门户稍稍撑开。
随后，茎身其余部分接连涌入，每深入一寸都成倍地扩张着你的肠道。"
scrii_ovipositor_button_text2_2,继续
scrii_ovipositor_text3,"你的括约肌伸展到极限，排卵管的整个长度都没入体内。
在你身上，蜘蛛妈妈愉悦地呻吟着，她进入你<stretched>的<asshole>越深，声音就变得越发淫靡。
接着，在你还没来得及适应她的尺寸前，她向后抽离，开始用力将穿刺器再次撞入。

<speaker(scrii)>""接好！接好！你这没脑子的骚货！""斯克莉随着抽插的节奏呵斥道。
""我要把你变成孕育我卵种的温床，一具仅供交配的空壳玩偶。
为我呻吟吧，我的宠物，像头野兽那样为你的女主人呻吟！！""

她的话语将你脑中所有思绪驱散殆尽，甚至连组织语言都显得力不从心。
情欲与快感将你彻底淹没，这又何尝不该呢？
毕竟成为蜘蛛妈妈的卵囊是你最大的愿望。
事实上，这是你唯一的愿望，是你存在的意义。"
scrii_ovipositor_text4,"你像野兽般嚎叫，每次产卵器进入体内时都发出愉悦的呜咽与呻吟。

<speaker(scrii)>""对，就是这样，小少爷。""你的蜘蛛妈妈呻吟着，声音因快感而沙哑。
""咆哮吧，流涎吧，嚎叫吧。""
""让全世界都看看你变得多么可悲。""
""我爱极了，我彻底爱极了玷污你这皇家臀部的感觉！""

你想回应，但此刻你只懂得欲望，你存在的意义只剩交配的本能。
你是妈妈的苗床，她的产卵娃娃，她的肉欲玩物——而你能感觉到这份奉献的真正奖赏正急速临近。

"
scrii_ovipositor_text5,"斯克莉的摆动再次加速，她的抽插变得越来越狂乱。
你能感觉到她腿部肌肉绷紧，将你夹得更紧，她已接近极限。

<speaker(scrii)>""准备好迎接我的卵吧，我的宠物~""斯克莉喘息着，声音逐渐高亢。
""让人们看看你鼓胀的腹部，知晓你今天在此所做的可悲之事！
怀上我的种吧！！"""
scrii_ovipositor_text2_5,"你的蜘蛛妈妈腿部最后用力一顶，将产卵器深深插入你<twitching>的<back_door>直至填满。
那根肉棒搏动着，你能感觉到一股浓稠的液体随着斯克莉释放卵子而涌入你的深处。
一股难以抗拒的快感席卷你的全身，此刻你终于实现了存在于世的唯一意义。
<switch_privates(这极乐让你瞬间达到高潮，你的<cock>将<thick> <seed>释放在冰冷无情的地面上。 |
这极乐让你瞬间达到高潮，你的<cunt>将<warm> <wetness>喷洒在冰冷无情的地面上。 |
这极乐让你瞬间达到高潮，你的<cock>将<thick> <seed>释放在冰冷无情的地面上，同时你的<cunt>也喷射出<warm> <wetness>。 |
这极乐让你瞬间达到高潮，但你的身体缺乏能够正常射精的器官。)>
接着，你们双双瘫软下来，在高潮后的极乐中交叠着躺成一团。
		
"
scrii_ovipositor_button_text2_5,高潮
